ImagePath,X0,X1,Y0,Y1,Class
000003890299.jpg,1144,1211,499,571,ADVISORY SPEED MPH
000004495005.jpg,1558,1663,620,721,ADVISORY SPEED MPH
000006790212.jpg,1806,1877,589,663,ADVISORY SPEED MPH
000006900385.jpg,958,1019,518,583,ADVISORY SPEED MPH
000001200347.jpg,1644,1722,547,617,ADVISORY SPEED MPH
000001570347.jpg,1544,1613,619,684,ADVISORY SPEED MPH
000002330510.jpg,1639,1720,610,685,ADVISORY SPEED MPH
000003145218.jpg,1725,1813,607,695,ADVISORY SPEED MPH
000018280420.jpg,1623,1706,541,621,ADVISORY SPEED MPH
000018400637.jpg,1081,1153,495,568,ADVISORY SPEED MPH
000004250180.jpg,1728,1799,591,661,ADVISORY SPEED MPH
000004695281.jpg,1644,1731,592,673,ADVISORY SPEED MPH
000004670553.jpg,1136,1210,565,647,ADVISORY SPEED MPH
000006980563.jpg,1727,1849,557,664,ADVISORY SPEED MPH
000005105095.jpg,1802,1891,888,922,ADVISORY SPEED MPH
000003415213.jpg,1636,1710,483,556,ADVISORY SPEED MPH
000007550342.jpg,907,969,474,536,ADVISORY SPEED MPH
000007740466.jpg,1612,1685,556,626,ADVISORY SPEED MPH
000004890240.jpg,1595,1738,539,682,ADVISORY SPEED MPH
000010585045.jpg,1041,1094,459,518,ADVISORY SPEED MPH
000004310362.jpg,1654,1767,541,649,ADVISORY SPEED MPH
000004955385.jpg,948,1017,537,613,ADVISORY SPEED MPH
000005020233.jpg,496,645,621,766,ADVISORY SPEED MPH
000004350178.jpg,1128,1191,544,607,ADVISORY SPEED MPH
000001640004.jpg,1613,1699,529,616,ADVISORY SPEED MPH
000007345226.jpg,1573,1673,551,647,ADVISORY SPEED MPH
000001550164.jpg,1129,1192,484,550,ADVISORY SPEED MPH
000008855115.jpg,1616,1671,561,614,ADVISORY SPEED MPH
000002780163.jpg,1089,1149,530,591,ADVISORY SPEED MPH
000001210189.jpg,999,1069,479,554,ADVISORY SPEED MPH
000001555078.jpg,1331,1391,593,665,ADVISORY SPEED MPH
000001985643.jpg,1131,1185,577,634,ADVISORY SPEED MPH
000009415502.jpg,1124,1186,511,578,ADVISORY SPEED MPH
000002280304.jpg,1245,1309,504,578,ADVISORY SPEED MPH
000009440584.jpg,1664,1731,539,602,ADVISORY SPEED MPH
000005255149.jpg,1670,1799,542,663,ADVISORY SPEED MPH
000004640131.jpg,1139,1210,527,601,ADVISORY SPEED MPH
000005345366.jpg,1086,1158,547,624,ADVISORY SPEED MPH
000005160572.jpg,1144,1205,493,560,ADVISORY SPEED MPH
000008165398.jpg,1647,1747,565,655,ADVISORY SPEED MPH
000005180394.jpg,1138,1207,490,561,ADVISORY SPEED MPH
000005740393.jpg,934,999,481,551,ADVISORY SPEED MPH
000005450356.jpg,1217,1297,479,568,ADVISORY SPEED MPH
000008570555.jpg,1630,1742,512,623,ADVISORY SPEED MPH
000003020492.jpg,1261,1321,511,574,ADVISORY SPEED MPH
000010055215.jpg,1089,1151,490,557,ADVISORY SPEED MPH
000003335626.jpg,1230,1288,541,605,ADVISORY SPEED MPH
000010425497.jpg,1657,1718,518,583,ADVISORY SPEED MPH
000003095040.jpg,1713,1816,463,565,ADVISORY SPEED MPH
000009190545.jpg,1581,1670,629,712,ADVISORY SPEED MPH
000006400484.jpg,936,994,450,512,ADVISORY SPEED MPH
000007345474.jpg,960,1024,518,582,ADVISORY SPEED MPH
000005555039.jpg,1719,1840,586,707,ADVISORY SPEED MPH
000005550006.jpg,864,934,489,561,ADVISORY SPEED MPH
000004445092.jpg,1239,1302,502,573,ADVISORY SPEED MPH
000010840013.jpg,1641,1758,540,653,ADVISORY SPEED MPH
000008380027.jpg,1126,1191,517,580,ADVISORY SPEED MPH
000009920241.jpg,1589,1672,528,607,ADVISORY SPEED MPH
000003525119.jpg,908,974,462,531,ADVISORY SPEED MPH
000011330563.jpg,1659,1747,508,592,ADVISORY SPEED MPH
000011340656.jpg,970,1025,492,553,ADVISORY SPEED MPH
000010125238.jpg,1531,1622,442,531,ADVISORY SPEED MPH
000005785329.jpg,1473,1570,462,560,ADVISORY SPEED MPH
000010355253.jpg,1696,1805,538,646,ADVISORY SPEED MPH
000025475313.jpg,1641,1734,575,661,ADVISORY SPEED MPH
000025665284.jpg,1040,1135,481,578,ADVISORY SPEED MPH
000016605184.jpg,1630,1700,550,615,ADVISORY SPEED MPH
000017180553.jpg,1690,1751,555,615,ADVISORY SPEED MPH
000026020663.jpg,949,1023,521,600,ADVISORY SPEED MPH
000013395398.jpg,1102,1174,492,566,ADVISORY SPEED MPH
000026680299.jpg,1466,1586,544,658,ADVISORY SPEED MPH
000000430016.jpg,1056,1129,491,569,ADVISORY SPEED MPH
000001330215.jpg,1086,1152,485,557,ADVISORY SPEED MPH
000027525558.jpg,1672,1770,591,683,ADVISORY SPEED MPH
000001760096.jpg,1245,1302,517,587,ADVISORY SPEED MPH
000002395421.jpg,950,1006,507,565,ADVISORY SPEED MPH
000002975527.jpg,1115,1179,489,560,ADVISORY SPEED MPH
000027815656.jpg,1650,1773,626,746,ADVISORY SPEED MPH
000027960514.jpg,1113,1202,447,546,ADVISORY SPEED MPH
000004300202.jpg,1190,1259,496,569,ADVISORY SPEED MPH
000004820548.jpg,1025,1088,510,577,ADVISORY SPEED MPH
000005375254.jpg,1031,1087,535,596,ADVISORY SPEED MPH
000006390225.jpg,992,1054,503,567,ADVISORY SPEED MPH
000028370140.jpg,1649,1768,633,744,ADVISORY SPEED MPH
000028555014.jpg,969,1053,456,545,ADVISORY SPEED MPH
000007295435.jpg,899,956,441,500,ADVISORY SPEED MPH
000007945426.jpg,995,1046,471,532,ADVISORY SPEED MPH
000006820589.jpg,1688,1763,529,600,ADVISORY SPEED MPH
000019855283.jpg,1660,1734,588,659,ADVISORY SPEED MPH
000007150600.jpg,1681,1776,540,628,ADVISORY SPEED MPH
000020375544.jpg,1044,1109,529,599,ADVISORY SPEED MPH
000021640025.jpg,994,1059,564,630,ADVISORY SPEED MPH
000010990574.jpg,1639,1715,538,608,ADVISORY SPEED MPH
000011980322.jpg,1725,1798,571,639,ADVISORY SPEED MPH
000024760405.jpg,1595,1715,549,665,ADVISORY SPEED MPH
000013360456.jpg,1766,1858,593,676,ADVISORY SPEED MPH
000002655584.jpg,1702,1771,580,648,ADVISORY SPEED MPH
000003700135.jpg,1589,1665,660,735,ADVISORY SPEED MPH
000004250463.jpg,1705,1793,550,637,ADVISORY SPEED MPH
000005160381.jpg,1741,1812,578,649,ADVISORY SPEED MPH
000013125100.jpg,1014,1071,548,609,ADVISORY SPEED MPH
000012290566.jpg,1544,1620,559,626,ADVISORY SPEED MPH
000008360574.jpg,1629,1724,618,713,ADVISORY SPEED MPH
000000665058.jpg,1582,1645,520,581,ADVISORY SPEED MPH
000009500437.jpg,1428,1495,574,635,ADVISORY SPEED MPH
000005820066.jpg,1129,1206,504,587,ADVISORY SPEED MPH
000010230035.jpg,1493,1576,539,623,ADVISORY SPEED MPH
000007010100.jpg,1591,1668,567,642,ADVISORY SPEED MPH
000001435149.jpg,1286,1358,470,544,ADVISORY SPEED MPH
000001510692.jpg,1683,1759,517,586,ADVISORY SPEED MPH
000002135294.jpg,1239,1302,465,533,ADVISORY SPEED MPH
000007595156.jpg,989,1056,523,592,ADVISORY SPEED MPH
000001775495.jpg,1736,1825,485,566,ADVISORY SPEED MPH
000010685090.jpg,1701,1817,619,728,ADVISORY SPEED MPH
000003300762.jpg,1772,1846,515,588,ADVISORY SPEED MPH
000002065027.jpg,1683,1741,615,667,ADVISORY SPEED MPH
000004285069.jpg,1157,1214,532,597,ADVISORY SPEED MPH
000002630204.jpg,1666,1786,520,634,ADVISORY SPEED MPH
000004370625.jpg,1660,1731,579,650,ADVISORY SPEED MPH
000011100129.jpg,1521,1598,542,619,ADVISORY SPEED MPH
000010150131.jpg,1211,1270,475,544,ADVISORY SPEED MPH
000011745518.jpg,1614,1706,469,561,ADVISORY SPEED MPH
000010570600.jpg,1585,1676,603,686,ADVISORY SPEED MPH
000005240336.jpg,1670,1724,595,651,ADVISORY SPEED MPH
000005770104.jpg,1615,1672,549,610,ADVISORY SPEED MPH
000010930271.jpg,1602,1689,593,679,ADVISORY SPEED MPH
000011025026.jpg,839,906,547,613,ADVISORY SPEED MPH
000012210496.jpg,1038,1111,469,541,ADVISORY SPEED MPH
000007840518.jpg,1760,1842,612,690,ADVISORY SPEED MPH
000008590389.jpg,1767,1824,539,590,ADVISORY SPEED MPH
000004870166.jpg,1656,1725,542,605,ADVISORY SPEED MPH
000004940450.jpg,1200,1263,487,549,ADVISORY SPEED MPH
000012890002.jpg,1486,1575,610,692,ADVISORY SPEED MPH
000011395360.jpg,919,981,467,532,ADVISORY SPEED MPH
000006990685.jpg,993,1047,464,520,ADVISORY SPEED MPH
000013360272.jpg,983,1041,458,518,ADVISORY SPEED MPH
000010225075.jpg,1106,1159,614,671,ADVISORY SPEED MPH
000009850287.jpg,1055,1108,541,594,ADVISORY SPEED MPH
000013735091.jpg,1510,1603,608,700,ADVISORY SPEED MPH
000008825322.jpg,1000,1056,540,598,ADVISORY SPEED MPH
000008685778.jpg,1799,1870,539,611,ADVISORY SPEED MPH
000009225339.jpg,1096,1146,541,594,ADVISORY SPEED MPH
000006305325.jpg,1010,1073,534,596,ADVISORY SPEED MPH
000005985340.jpg,1090,1146,495,557,ADVISORY SPEED MPH
000010485739.jpg,1785,1871,496,573,ADVISORY SPEED MPH
000010990402.jpg,1097,1156,520,578,ADVISORY SPEED MPH
000004880006.jpg,1083,1145,513,575,ADVISORY SPEED MPH
000011050049.jpg,1613,1686,530,600,ADVISORY SPEED MPH
000002685098.jpg,946,1001,530,587,ADVISORY SPEED MPH
000001225120.jpg,1111,1177,466,534,ADVISORY SPEED MPH
000014505559.jpg,1090,1164,517,594,ADVISORY SPEED MPH
000018475299.jpg,1609,1690,502,579,ADVISORY SPEED MPH
000027855040.jpg,1550,1618,564,630,ADVISORY SPEED MPH
000001975121.jpg,846,913,493,566,ADVISORY SPEED MPH
000000590301.jpg,1022,1081,509,576,ADVISORY SPEED MPH
000028170248.jpg,1620,1722,542,640,ADVISORY SPEED MPH
000000735469.jpg,1220,1282,464,532,ADVISORY SPEED MPH
000029100521.jpg,1771,1854,515,594,ADVISORY SPEED MPH
000000965009.jpg,1491,1575,542,626,ADVISORY SPEED MPH
000018810313.jpg,1490,1572,568,656,ADVISORY SPEED MPH
000018880411.jpg,1034,1098,449,520,ADVISORY SPEED MPH
000002035393.jpg,1071,1122,494,551,ADVISORY SPEED MPH
000030255004.jpg,1647,1716,504,573,ADVISORY SPEED MPH
000003075328.jpg,1100,1164,499,566,ADVISORY SPEED MPH
000001380236.jpg,1146,1205,483,553,ADVISORY SPEED MPH
000003500561.jpg,1190,1244,466,529,ADVISORY SPEED MPH
000030750629.jpg,1664,1736,526,597,ADVISORY SPEED MPH
000004775004.jpg,1211,1299,517,632,ADVISORY SPEED MPH
000019305621.jpg,935,989,412,475,ADVISORY SPEED MPH
000031215079.jpg,1681,1750,531,597,ADVISORY SPEED MPH
000005200168.jpg,1079,1141,454,522,ADVISORY SPEED MPH
000004715573.jpg,1230,1286,522,585,ADVISORY SPEED MPH
000001490148.jpg,1643,1742,628,720,ADVISORY SPEED MPH
000015325314.jpg,1562,1639,538,616,ADVISORY SPEED MPH
000002200141.jpg,1540,1636,526,611,ADVISORY SPEED MPH
000002710540.jpg,1228,1282,508,572,ADVISORY SPEED MPH
000005400487.jpg,947,1021,390,467,ADVISORY SPEED MPH
000005260282.jpg,1392,1490,511,608,ADVISORY SPEED MPH
000002995131.jpg,996,1057,506,565,ADVISORY SPEED MPH
000021835142.jpg,1756,1815,604,665,ADVISORY SPEED MPH
000003725574.jpg,1138,1204,489,558,ADVISORY SPEED MPH
000004100172.jpg,1673,1770,514,606,ADVISORY SPEED MPH
000012045155.jpg,1700,1769,530,597,ADVISORY SPEED MPH
000002255439.jpg,1433,1511,580,658,ADVISORY SPEED MPH
000004900178.jpg,1468,1557,447,536,ADVISORY SPEED MPH
000002395445.jpg,898,967,475,541,ADVISORY SPEED MPH
000004910021.jpg,886,955,353,423,ADVISORY SPEED MPH
000005565485.jpg,1196,1258,464,530,ADVISORY SPEED MPH
000006720200.jpg,1014,1066,507,563,ADVISORY SPEED MPH
000007025133.jpg,1122,1191,474,549,ADVISORY SPEED MPH
000008180043.jpg,999,1055,483,540,ADVISORY SPEED MPH
000033550301.jpg,1689,1759,535,606,ADVISORY SPEED MPH
000033960409.jpg,1616,1681,548,607,ADVISORY SPEED MPH
000009875613.jpg,828,890,497,563,ADVISORY SPEED MPH
000035140027.jpg,1006,1063,517,574,ADVISORY SPEED MPH
000034075231.jpg,1055,1110,537,597,ADVISORY SPEED MPH
000010290503.jpg,993,1087,431,529,ADVISORY SPEED MPH
000011220630.jpg,1054,1110,474,540,ADVISORY SPEED MPH
000031715099.jpg,1201,1259,501,565,ADVISORY SPEED MPH
000031275200.jpg,1226,1297,493,566,ADVISORY SPEED MPH
000030920126.jpg,1077,1132,501,560,ADVISORY SPEED MPH
000030410226.jpg,997,1052,514,571,ADVISORY SPEED MPH
000011610360.jpg,989,1057,458,527,ADVISORY SPEED MPH
000029560279.jpg,1014,1069,488,545,ADVISORY SPEED MPH
000002770370.jpg,1165,1244,415,502,ADVISORY SPEED MPH
000005470101.jpg,1507,1606,547,641,ADVISORY SPEED MPH
000005625170.jpg,1062,1124,481,546,ADVISORY SPEED MPH
000005875405.jpg,1187,1251,458,528,ADVISORY SPEED MPH
000003175385.jpg,1680,1826,549,688,ADVISORY SPEED MPH
000004225259.jpg,1179,1241,463,531,ADVISORY SPEED MPH
000012630625.jpg,1182,1252,505,573,ADVISORY SPEED MPH
000004650099.jpg,1641,1725,592,669,ADVISORY SPEED MPH
000013030335.jpg,1780,1869,521,604,ADVISORY SPEED MPH
000013230215.jpg,1090,1151,504,562,ADVISORY SPEED MPH
000006820706.jpg,1159,1227,484,551,ADVISORY SPEED MPH
000003835555.jpg,1108,1183,525,602,ADVISORY SPEED MPH
000013735476.jpg,1117,1181,473,542,ADVISORY SPEED MPH
000013920536.jpg,1656,1720,499,560,ADVISORY SPEED MPH
000005280222.jpg,1159,1225,516,583,ADVISORY SPEED MPH
000014415125.jpg,1733,1812,534,610,ADVISORY SPEED MPH
000008040498.jpg,1223,1269,512,575,ADVISORY SPEED MPH
000004895620.jpg,1000,1061,492,555,ADVISORY SPEED MPH
000030410155.jpg,1711,1801,595,682,ADVISORY SPEED MPH
000007020068.jpg,1612,1688,573,647,ADVISORY SPEED MPH
000008310559.jpg,1699,1782,461,542,ADVISORY SPEED MPH
000014550099.jpg,1217,1275,508,572,ADVISORY SPEED MPH
000008270312.jpg,1581,1649,553,625,ADVISORY SPEED MPH
000009025415.jpg,1633,1706,510,585,ADVISORY SPEED MPH
000031515010.jpg,1690,1802,613,721,ADVISORY SPEED MPH
000014830671.jpg,1162,1220,498,565,ADVISORY SPEED MPH
000011280689.jpg,1655,1730,577,650,ADVISORY SPEED MPH
000015430629.jpg,1767,1849,502,582,ADVISORY SPEED MPH
000015530711.jpg,1001,1055,532,589,ADVISORY SPEED MPH
000012380499.jpg,1588,1663,593,668,ADVISORY SPEED MPH
000009600279.jpg,1016,1077,553,614,ADVISORY SPEED MPH
000012885354.jpg,1609,1676,613,679,ADVISORY SPEED MPH
000010405421.jpg,1181,1245,444,508,ADVISORY SPEED MPH
000017000490.jpg,1599,1674,553,628,ADVISORY SPEED MPH
000017065474.jpg,982,1043,447,511,ADVISORY SPEED MPH
000010850237.jpg,1166,1233,444,518,ADVISORY SPEED MPH
000000795415.jpg,1121,1173,427,481,ADVISORY SPEED MPH
000021955542.jpg,936,987,533,592,ADVISORY SPEED MPH
000011235444.jpg,1045,1115,496,569,ADVISORY SPEED MPH
000022505609.jpg,990,1062,477,558,ADVISORY SPEED MPH
000000995569.jpg,972,1033,487,546,ADVISORY SPEED MPH
000017340262.jpg,1646,1736,481,571,ADVISORY SPEED MPH
000017420302.jpg,940,996,493,554,ADVISORY SPEED MPH
000016355253.jpg,1075,1130,497,554,ADVISORY SPEED MPH
000001510527.jpg,1497,1593,528,622,ADVISORY SPEED MPH
000011855262.jpg,923,982,499,564,ADVISORY SPEED MPH
000016185135.jpg,1776,1866,571,656,ADVISORY SPEED MPH
000025305381.jpg,1023,1101,479,562,ADVISORY SPEED MPH
000002300246.jpg,1205,1268,488,556,ADVISORY SPEED MPH
000028860567.jpg,1060,1117,516,583,ADVISORY SPEED MPH
000028285394.jpg,1116,1175,490,552,ADVISORY SPEED MPH
000012185022.jpg,1073,1129,554,615,ADVISORY SPEED MPH
000028070280.jpg,1297,1364,491,560,ADVISORY SPEED MPH
000026765799.jpg,1173,1239,468,534,ADVISORY SPEED MPH
000026430523.jpg,1081,1129,507,567,ADVISORY SPEED MPH
000023325268.jpg,1031,1096,486,554,ADVISORY SPEED MPH
000021715124.jpg,1037,1099,490,551,ADVISORY SPEED MPH
000020495146.jpg,946,1003,454,513,ADVISORY SPEED MPH
000018860476.jpg,960,1019,501,559,ADVISORY SPEED MPH
000017710225.jpg,1010,1072,482,552,ADVISORY SPEED MPH
000016890403.jpg,919,975,480,534,ADVISORY SPEED MPH
000015785039.jpg,887,950,538,602,ADVISORY SPEED MPH
000035390153.jpg,1764,1858,564,652,ADVISORY SPEED MPH
000036045620.jpg,1721,1793,527,593,ADVISORY SPEED MPH
000018325350.jpg,1711,1793,603,682,ADVISORY SPEED MPH
000009175008.jpg,1156,1210,602,663,ADVISORY SPEED MPH
000009600714.jpg,1039,1097,527,586,ADVISORY SPEED MPH
000002890390.jpg,1560,1618,516,569,ADVISORY SPEED MPH
000003650458.jpg,1156,1215,457,519,ADVISORY SPEED MPH
000011380054.jpg,1117,1181,529,594,ADVISORY SPEED MPH
000018710487.jpg,1088,1166,477,559,ADVISORY SPEED MPH
000003945060.jpg,1295,1362,528,596,ADVISORY SPEED MPH
000011870689.jpg,1284,1354,513,589,ADVISORY SPEED MPH
000012315137.jpg,1040,1097,491,552,ADVISORY SPEED MPH
000004360072.jpg,1512,1572,737,796,ADVISORY SPEED MPH
000004505430.jpg,1114,1174,462,521,ADVISORY SPEED MPH
000015270434.jpg,1545,1615,573,640,ADVISORY SPEED MPH
000012955194.jpg,1196,1235,493,554,ADVISORY SPEED MPH
000015845019.jpg,1551,1630,480,555,ADVISORY SPEED MPH
000013735682.jpg,1272,1350,510,588,ADVISORY SPEED MPH
000019075351.jpg,1630,1704,539,610,ADVISORY SPEED MPH
000029920067.jpg,1254,1318,472,537,ADVISORY SPEED MPH
000031550006.jpg,1082,1144,549,616,ADVISORY SPEED MPH
000015600320.jpg,1151,1213,496,566,ADVISORY SPEED MPH
000016825210.jpg,1677,1762,532,616,ADVISORY SPEED MPH
000000095115.jpg,1739,1835,551,648,ADVISORY SPEED MPH
000017215281.jpg,1706,1802,545,633,ADVISORY SPEED MPH
000005700456.jpg,1585,1715,535,658,ADVISORY SPEED MPH
000039460450.jpg,1702,1770,546,613,ADVISORY SPEED MPH
000041425334.jpg,1742,1836,570,661,ADVISORY SPEED MPH
000036165635.jpg,1163,1227,489,560,ADVISORY SPEED MPH
000036985143.jpg,1119,1176,502,563,ADVISORY SPEED MPH
000041865096.jpg,945,1003,487,545,ADVISORY SPEED MPH
000000505279.jpg,1643,1742,578,677,ADVISORY SPEED MPH
000005150214.jpg,1586,1670,513,595,ADVISORY SPEED MPH
000005495004.jpg,1598,1667,561,621,ADVISORY SPEED MPH
000018365475.jpg,1692,1768,480,548,ADVISORY SPEED MPH
000001410339.jpg,1716,1803,542,626,ADVISORY SPEED MPH
000016210366.jpg,1613,1700,512,596,ADVISORY SPEED MPH
000019820470.jpg,1662,1743,507,587,ADVISORY SPEED MPH
000019820214.jpg,1600,1677,477,548,ADVISORY SPEED MPH
000002115533.jpg,1646,1734,565,653,ADVISORY SPEED MPH
000007520528.jpg,1691,1760,610,672,ADVISORY SPEED MPH
000016660221.jpg,1144,1221,525,605,ADVISORY SPEED MPH
000021145345.jpg,1733,1804,483,554,ADVISORY SPEED MPH
000016865405.jpg,1678,1775,547,632,ADVISORY SPEED MPH
000008635092.jpg,1693,1772,504,573,ADVISORY SPEED MPH
000003010643.jpg,1739,1840,524,627,ADVISORY SPEED MPH
000020250554.jpg,957,1025,434,505,ADVISORY SPEED MPH
000020370493.jpg,1650,1720,491,560,ADVISORY SPEED MPH
000000555241.jpg,1723,1796,517,592,ADVISORY SPEED MPH
000017350232.jpg,1586,1673,490,572,ADVISORY SPEED MPH
000009435024.jpg,1653,1732,481,562,ADVISORY SPEED MPH
000017510441.jpg,1007,1065,518,581,ADVISORY SPEED MPH
000020660500.jpg,1645,1706,507,567,ADVISORY SPEED MPH
000004175244.jpg,1580,1666,523,603,ADVISORY SPEED MPH
000009720352.jpg,1543,1636,563,650,ADVISORY SPEED MPH
000009970253.jpg,1484,1571,592,678,ADVISORY SPEED MPH
000020790234.jpg,1118,1173,437,496,ADVISORY SPEED MPH
000017775536.jpg,1560,1627,478,542,ADVISORY SPEED MPH
000010295205.jpg,1190,1269,390,468,ADVISORY SPEED MPH
000025775209.jpg,1668,1747,497,574,ADVISORY SPEED MPH
000017800310.jpg,823,885,435,502,ADVISORY SPEED MPH
000010630319.jpg,1721,1820,545,642,ADVISORY SPEED MPH
000011085458.jpg,1632,1707,427,493,ADVISORY SPEED MPH
000001475110.jpg,1543,1634,536,627,ADVISORY SPEED MPH
000026330481.jpg,1742,1814,502,578,ADVISORY SPEED MPH
000026770629.jpg,1631,1694,537,599,ADVISORY SPEED MPH
000018235317.jpg,983,1052,499,574,ADVISORY SPEED MPH
000027480238.jpg,1636,1708,529,600,ADVISORY SPEED MPH
000011615441.jpg,1743,1829,565,648,ADVISORY SPEED MPH
000057920595.jpg,1728,1781,505,541,DIRECTIONAL ARROW AUXILIARY
000025725144.jpg,1709,1783,517,569,DIRECTIONAL ARROW AUXILIARY
000012210632.jpg,1777,1828,475,509,DIRECTIONAL ARROW AUXILIARY
000001060194.jpg,1648,1708,441,481,DIRECTIONAL ARROW AUXILIARY
000001060194.jpg,1739,1799,433,473,DIRECTIONAL ARROW AUXILIARY
000070900374.jpg,216,287,432,478,DIRECTIONAL ARROW AUXILIARY
000070900374.jpg,127,195,436,481,DIRECTIONAL ARROW AUXILIARY
000004755489.jpg,1793,1820,378,394,DIRECTIONAL ARROW AUXILIARY
000039330199.jpg,1337,1399,443,487,DIRECTIONAL ARROW AUXILIARY
000041320239.jpg,1717,1791,446,497,DIRECTIONAL ARROW AUXILIARY
000041330261.jpg,88,133,508,539,DIRECTIONAL ARROW AUXILIARY
000041395352.jpg,1144,1195,467,503,DIRECTIONAL ARROW AUXILIARY
000050385189.jpg,410,454,380,412,DIRECTIONAL ARROW AUXILIARY
000050385189.jpg,508,549,384,414,DIRECTIONAL ARROW AUXILIARY
000050810278.jpg,1784,1831,461,489,DIRECTIONAL ARROW AUXILIARY
000000725072.jpg,1753,1825,518,562,DIRECTIONAL ARROW AUXILIARY
000050885241.jpg,854,886,405,429,DIRECTIONAL ARROW AUXILIARY
000000895138.jpg,830,907,413,471,DIRECTIONAL ARROW AUXILIARY
000000895138.jpg,736,814,416,473,DIRECTIONAL ARROW AUXILIARY
000051235088.jpg,593,698,402,476,DIRECTIONAL ARROW AUXILIARY
000004290706.jpg,1692,1758,550,592,DIRECTIONAL ARROW AUXILIARY
000004335233.jpg,692,767,490,546,DIRECTIONAL ARROW AUXILIARY
000051615027.jpg,1795,1899,379,449,DIRECTIONAL ARROW AUXILIARY
000051625198.jpg,146,193,362,396,DIRECTIONAL ARROW AUXILIARY
000051680060.jpg,1351,1426,636,687,DIRECTIONAL ARROW AUXILIARY
000001700574.jpg,73,123,564,598,DIRECTIONAL ARROW AUXILIARY
000001695682.jpg,1685,1753,519,569,DIRECTIONAL ARROW AUXILIARY
000002485047.jpg,1629,1704,449,502,DIRECTIONAL ARROW AUXILIARY
000012230295.jpg,1815,1875,554,594,DIRECTIONAL ARROW AUXILIARY
000013380413.jpg,1680,1731,521,558,DIRECTIONAL ARROW AUXILIARY
000013470557.jpg,1678,1747,452,500,DIRECTIONAL ARROW AUXILIARY
000013470557.jpg,1782,1860,448,496,DIRECTIONAL ARROW AUXILIARY
000017980189.jpg,1703,1808,221,288,DIRECTIONAL ARROW AUXILIARY
000019790316.jpg,1682,1757,435,486,DIRECTIONAL ARROW AUXILIARY
000019790316.jpg,1797,1872,431,483,DIRECTIONAL ARROW AUXILIARY
000019815192.jpg,51,87,460,486,DIRECTIONAL ARROW AUXILIARY
000020205102.jpg,100,130,471,490,DIRECTIONAL ARROW AUXILIARY
000020220484.jpg,1795,1852,496,535,DIRECTIONAL ARROW AUXILIARY
000013910555.jpg,1692,1749,522,562,DIRECTIONAL ARROW AUXILIARY
000013960271.jpg,1737,1817,508,564,DIRECTIONAL ARROW AUXILIARY
000021320493.jpg,1699,1760,509,556,DIRECTIONAL ARROW AUXILIARY
000014000324.jpg,641,714,407,468,DIRECTIONAL ARROW AUXILIARY
000015405114.jpg,1739,1818,403,460,DIRECTIONAL ARROW AUXILIARY
000001760101.jpg,1139,1190,530,569,DIRECTIONAL ARROW AUXILIARY
000002525808.jpg,739,814,363,420,DIRECTIONAL ARROW AUXILIARY
000002560011.jpg,1236,1292,464,505,DIRECTIONAL ARROW AUXILIARY
000020275185.jpg,1654,1720,500,551,DIRECTIONAL ARROW AUXILIARY
000020280786.jpg,1712,1786,456,512,DIRECTIONAL ARROW AUXILIARY
000023675280.jpg,1820,1903,502,559,DIRECTIONAL ARROW AUXILIARY
000012280694.jpg,483,538,508,555,DIRECTIONAL ARROW AUXILIARY
000015380112.jpg,102,133,448,471,DIRECTIONAL ARROW AUXILIARY
000013610542.jpg,1335,1398,542,590,DIRECTIONAL ARROW AUXILIARY
000023650496.jpg,31,55,481,497,DIRECTIONAL ARROW AUXILIARY
000000955686.jpg,1341,1402,486,536,DIRECTIONAL ARROW AUXILIARY
000018165454.jpg,1296,1344,453,491,DIRECTIONAL ARROW AUXILIARY
000014035131.jpg,1552,1599,412,451,DIRECTIONAL ARROW AUXILIARY
000019885517.jpg,1318,1364,439,477,DIRECTIONAL ARROW AUXILIARY
000019915153.jpg,1449,1502,401,438,DIRECTIONAL ARROW AUXILIARY
000020285292.jpg,1386,1431,432,469,DIRECTIONAL ARROW AUXILIARY
000020285292.jpg,1461,1509,429,463,DIRECTIONAL ARROW AUXILIARY
000015475109.jpg,1411,1451,421,454,DIRECTIONAL ARROW AUXILIARY
000021365360.jpg,592,669,430,489,DIRECTIONAL ARROW AUXILIARY
000021385046.jpg,1051,1105,498,537,DIRECTIONAL ARROW AUXILIARY
000020365645.jpg,1465,1504,441,476,DIRECTIONAL ARROW AUXILIARY
000023770510.jpg,1466,1497,487,515,DIRECTIONAL ARROW AUXILIARY
000028525410.jpg,1779,1838,390,434,DIRECTIONAL ARROW AUXILIARY
000020325631.jpg,802,876,395,450,DIRECTIONAL ARROW AUXILIARY
000052285004.jpg,666,709,431,462,DIRECTIONAL ARROW AUXILIARY
000033595262.jpg,121,161,481,510,DIRECTIONAL ARROW AUXILIARY
000033590462.jpg,1745,1823,467,518,DIRECTIONAL ARROW AUXILIARY
000053350197.jpg,1386,1465,315,368,DIRECTIONAL ARROW AUXILIARY
000053350197.jpg,1483,1560,314,368,DIRECTIONAL ARROW AUXILIARY
000053350197.jpg,1433,1510,126,183,DIRECTIONAL ARROW AUXILIARY
000035615661.jpg,80,125,508,541,DIRECTIONAL ARROW AUXILIARY
000035625266.jpg,1701,1775,473,525,DIRECTIONAL ARROW AUXILIARY
